country,description,employees,funding_stage,hq_address,linkedin_company,name_startup,operation_area,other_office,total_raised,verts_link,website_url,year_founded
United Kingdom,The home of deposit-free renting,1-10,A,"51 Eastcheap, London, England EC3M 1DT, GB","https://twitter.com/getflatfair,https://www.linkedin.com/company/flatfair/,https://www.facebook.com/flatfair/",Flatfair,United Kingdom,,$13.2M,"Title & Escrow,Buy Sell & Rent,Residential,Chatbot,FinTech,Mobile App",https://www.flatfair.co.uk/,2016
Israel,RealAsTech is an automation platform that helps RE developers find the most profitable projects to invest in.,1-10,Pre-Seed,,https://www.linkedin.com/company/realastech/,RealAsTech,Israel,,,"Invest & Finance,Data & Valuation,Residential,Artificial Intelligence,Big Data,Data Analytics,Machine Learning",https://www.realastech.com/,2019
Switzerland,The first lisk-based blockchain ecosystem for developing and managing real-estate industry operations.,1-10,NA,,"https://twitter.com/brikbit,https://www.facebook.com/brikbit/",Brikbit (Brikshares),Global,,,"Property Management,Manage & Operate,Commercial,Residential,Blockchain,Cryptocurrency,FinTech,Property Mangement",https://brikbit.io/,2018
Israel,Monetizing indoor spaces Navin starts where Google Maps ends,1-10,Seed,Atir Yeda 1 Kfar-Saba Israel,"https://www.linkedin.com/company/navin/,https://www.facebook.com/navinapp",Navin,Global,,4.2M$,"Manage & Operate,Indoor Navigation,Location Analytics,Mapping,Mobile App",https://nav-in.com/,2013
United Kingdom,"Visualisation App developers creating AR, VR & Interactive 3D for visual storytelling & next generation communication",1-10,NA,"Lambda House, Telford, England TF1 6QJ, GB","https://twitter.com/makeitseeable,https://www.linkedin.com/company/seeable-ltd/,https://www.facebook.com/makeitseeable",Seeable,United Kingdom,,,"Commercial,3D Modeling,BIM,ConTech,Mobile App,VR/AR",https://seeable.co.uk/,2013
United Kingdom,The Peer to peer platform where lenders get access to established property developers and property developers get access to development finance.,1-10,Seed,"83 Weston Street, London, SE1 3RS, GB","https://twitter.com/crowdestates,https://www.linkedin.com/company/crowdestates/,https://www.facebook.com/Crowdestates-188039974735148/",Crowdestates,United Kingdom,,,"Invest & Finance,Debt Crowdfunding,Commercial,Crowdfunding,Peer to Peer",https://crowdestates.com/,2013
Turkey,"Intelligent Integrated Infrastructure Network Management Systems, Geographic Information Systems, Navigation, Geographic Business Intelligence, Data Collection",251-500,NA,"Ehlibeyt Mah. Ceyhun Atuf Kansu Cd. No:114 A Blok 41, Bayraktar Center, Cankaya, Ankara 06520, TR","https://twitter.com/basarsoft,https://www.linkedin.com/company/basarsoft/,https://www.facebook.com/basarsoft",Basarsoft (Mapbis),Cyprus,"415 Jackson St Suite B, San Francisco, CA 94111, United States",,"Smart Building,Plan & Build,Residential,Location Analytics,Mobile App,Property Mangement,Smart City,Smart Home",https://www.basarsoft.com.tr/,1997
Netherlands,Vebbu creates products that improve your quality of life by controlling the temperature and air quality in your home,1-10,Seed,"Amsterdam, Noord-Holland, The Netherlands","https://twitter.com/VebbuCo,https://www.linkedin.com/company/vebbu/,https://www.facebook.com/vebbu/",Vebbu,Europe,,,"Smart Building,Plan & Build,Commercial,Residential,Big Data,Data Analytics,EnergyTech,Internet of Things (IoT),Machine Learning,Mobile App,Property Mangement,Sensors,Smart Building,Smart Home",http://vebbu.co/,
Germany,CAALA supports design engineers in the design phase with real-time feedback on environmental and economic building performance over the entire lifecycle.,1-10,Grant,"München, Bayern, Germany","https://twitter.com/caala_s,https://www.linkedin.com/company/caala/,https://www.facebook.com/caalasoftware/",CAALA,Europe,,€71.4K,"Plan & Build,Green Building,Residential,Big Data,BIM,CAD,ConTech,Data Analytics,Materials Sciences,Mobile App,SaaS,Work Flow Management",https://caala.de/,2016
Canada,Shapetrace is a Toronto Canada mobile & web app development agency for,1-10,NA,"73 Bathurst St, Toronto, Ontario CA","https://twitter.com/shapetrace,https://www.linkedin.com/company/erno/,https://www.facebook.com/shapetrace/",Shapetrace,Canada,,,"Commercial,Residential,Retail,3D Modeling,Augmented Reality,BIM,Cloud,Internet of Things (IoT),Location Analytics,Mobile App",https://www.shapetrace.co/,2014
United States,"Rent beautiful, thoughtfully furnished apartments for a month, a year or even longer.",251-500,B,"New York (HQ), NYUnited States311 W 43rd St 12th Floor","https://twitter.com/theblueground,https://www.linkedin.com/company/blueground-co/,https://www.facebook.com/theblueground",Blueground,Greece,"Chicago, ILUnited States20 W Kinzie St",$27.4M,"NextGen Hospitality,Manage & Operate,Hospitality,Residential,Big Data,Data Analytics,Internet of Things (IoT),Marketing,Travel-Tech",https://www.theblueground.com/,2013
United States,An online fleet support network that connects fleet owners to manufacturers and their dealers with real time access to critical parts and service information.,51-100,Seed,"20 Glover Avenue, 5th Floor North Tower, Norwalk, CT 06850, US","https://twitter.com/SmartEquip,https://www.linkedin.com/company/smartequip/,https://www.facebook.com/SmartEquip-Inc-115531225147812/",Smart Equip,United States,,$20.7M,"Plan & Build,Construction Marketplaces,Commercial,Residential,Big Data,Browser-based application,ConTech,Data Analytics,Internet of Things (IoT),Marketplace,Mobile App",https://www.smartequip.com/,2001
United States,Hardwiring construction payments for insurance,1-10,Seed,"105 Jordan Road, Troy, NY 12180, US","https://twitter.com/gobuildpay,https://www.linkedin.com/company/buildpay-llc/,https://www.facebook.com/gobuildpay/",BuildPay,United States,,$2.5M,"Invest & Finance,Home Insurance,Commercial,Chatbot,ConTech,Data Analytics,FinTech,Internet of Things (IoT),Transaction Management",https://buildpay.com/,2014
United States,Building Virtual batteries from connected things,1-10,NA,,"https://twitter.com/PacketizedE,https://www.linkedin.com/company/packetized-energy/,https://www.facebook.com/packetizedenergy/",Packetized Energy,"Burlington, US (HQ)1 Mill St #110",,,"Plan & Build,Green Building,Commercial,Residential,Big Data,Data Analytics,eco-friendly,EnergyTech,Internet of Things (IoT),Mobile App,Property Mangement,SaaS,Smart Building",https://packetizedenergy.com/,2016
United States,"Search, discover & book ranches, farms, vineyards, nature preserves & public sites for camping across the U.S.",1-10,B,"965 Mission St, San Francisco, California 94103, US","https://twitter.com/Hipcamp,https://www.linkedin.com/company/hipcamp/,https://www.facebook.com/hipcamp",Hipcamp,United States,,$50M,"Travel & Vacation Search,Buy Sell & Rent,Hospitality,Space as a Service (SPaaS)",https://www.hipcamp.com/,2013
United Kingdom,Simplifying Journeys to Nature,1-10,Pre-Seed,"16 Southfields, London, England NW4 4, GB","https://www.linkedin.com/company/campinn/,https://www.facebook.com/CampInndotcom/",Campinn,Europe,,,"Other Space Search,Buy Sell & Rent,Hospitality,Space as a Service (SPaaS)",https://www.campinn.com/,2018
United States,TraceAir monitoring software verifies and quantifies progress on your jobs reducing budget and schedule uncertainty,1-10,Seed,"US office1741 Broadway, 2nd floor, Redwood City, California 94063, US","https://twitter.com/traceairnet,https://www.linkedin.com/company/traceair/,https://www.facebook.com/traceair/",TraceAir,Russia,"улица Ленинская Слобода 19к1, Москва, Москва 115280, RU",$3.4M,"Plan & Build,Advanced Building Methods,Commercial,Residential,3D Modeling,Artificial Intelligence,Automated Valuation,Big Data,Business Intelligence,Cloud,ConTech,Data Analytics,Drones,GPS,Image Processing,Internet of Things (IoT),Location Analytics,Machine Learning,Mapping,Materials Sciences,Mobile App,Project management,Robotics,SaaS,Sensors,Work Flow Management",https://www.traceair.net/,2015
United Kingdom,Check the facts about the local area around any property in England or Wales.,1-10,NA,"9 Lydden Road, London, SW18 4LT, GB","https://twitter.com/propertydetect,https://www.linkedin.com/company/property-detective/about/,https://www.facebook.com/propertydetective",Property Detective,United Kingdom,,,"Invest & Finance,Data & Valuation,Residential,Big Data",https://www.propertydetective.com/,2011
Israel,Construction Simplified,1-10,Bootstrapped,,https://www.linkedin.com/company/muralise/,Muralise,"Derech Menachem Begin 121, Tel Aviv-Yafo, Israel",,,"Plan & Build,On-Site Execution,Commercial,Hospitality,Residential,Retail,Artificial Intelligence,Computer Vision,ConTech",http://www.muralise.com/,2019
Israel,"NortecView, an Israeli-American startup, develops and deploys an innovative cross-platform mobile, IoT, and web solution for gas utility companies and other constructed assets industries. We provide a single tool to capture all field data during construction, survey and inspection to ensure regulatory compliance, improved data integrity and public safety and reduced O&M costs. Our products […]",51-100,A,"Zarhin 26, Raanana, IL 4366250, IL","https://www.linkedin.com/company/nortecview/,https://www.facebook.com/NortecView/",Nortec View,Israel,,$12.2M,"Plan & Build,On-Site Execution,Big Data,EnergyTech,Internet of Things (IoT),Mobile App",https://www.nortecview.com/,2014
Israel,Construction Data Analytics,1-10,C+,"HaCarmel 3, Yokne'am Illit, Israel","https://twitter.com/datumate,https://www.linkedin.com/company/datumate/,https://www.facebook.com/datumate/",Datumate,Global,,$9M,"Plan & Build,On-Site Execution,Residential,3D Modeling,Big Data,CAD,Computer Vision,ConTech,Data Analytics,Drones,Machine Learning,Mapping",https://www.datumate.com/,2012
Netherlands,Activate your facade! – Impactful sustainability made beautiful and visible,1-10,A,"Molengraaffsingel 12, Delft, Zuid-Holland 2629JD, NL","https://www.linkedin.com/company/wellsun/,https://www.facebook.com/TheLumiduct/?ref=br_rs",Wellsun,Europe,,€600K,"Plan & Build,Green Building,Commercial,eco-friendly,EnergyTech,Smart Building",https://www.wellsun.nl/,2013
United States,Online marketplace that connects people with local professionals for their projects.,501-1000,C+,"1355 Market Street, San Francisco, CA 94103, US","https://twitter.com/thumbtack,https://www.linkedin.com/company/thumbtack-inc./,https://www.facebook.com/Thumbtack",Thumbtack,United States,,$423.2M,"Manage & Operate,Maintenance Services,Residential,Marketplace",https://www.thumbtack.com/,2008
South Africa,"Emerging consumers face the highest level of risk, but have the least access to insurance. MicroEnsure creates innovative solutions to meet this untapped demand and expand insurance protection on an unprecedented scale.",101-250,Seed,"Knapp Lane, Cheltenham, Gloucestershire GL50 3QJ, GB","https://twitter.com/microensure,https://www.linkedin.com/company/microensure/,https://www.facebook.com/microensure",MicroEnsure,Africa,,$10.4M,"Invest & Finance,Home Insurance,Residential,InsureTech",https://microensure.com/,2005
Israel,Empowering construction workers by allowing them to build fast and right using a patented technology to visually communicate blueprints.,1-10,Bootstrapped,"Rothschild Blvd 22, Tel Aviv-Yafo, Israel","https://www.linkedin.com/company/lightyx/,https://www.facebook.com/LightYX-1887799191259487/?eid=ARBnvfwLvAQB7rK6fk6oGNabA1wyEYWSfoApCZWQCt9McqXs96oVf379qJ0HP_Jj7_yBCqtMsBVK6qny",LIGHTYX,Asia,,,"Plan & Build,On-Site Execution,Commercial,Hospitality,Residential,Retail,Artificial Intelligence,Augmented Reality,Computer Vision,ConTech,Work Flow Management",https://www.lightyx.com/,2018
United States,"Physical building security software that uses AI and IoT to create a safer, smarter world",1-10,Seed,"4646 Umbria Street, Philadelphia, PA 19127, US","https://twitter.com/kognitiveworld,https://www.linkedin.com/company/kognition/,https://www.facebook.com/kognitiveworld/",Kognition,United States,,,"Commercial,Artificial Intelligence,Blockchain,Data Analytics,Internet of Things (IoT),Sensors,Smart City",https://kognition.ai/,2017
Sweden,Digitalizing the construction industry one project at a time. Project management for smarter construction companies.,1-10,Seed,"Helsingborg, SE (HQ)3 HENRY DUNKERS PLATS","https://twitter.com/fieldlycom,https://www.linkedin.com/company/fieldly/?originalSubdomain=fi,https://www.facebook.com/fieldlycom",Fieldly,Europe,,$2.5M,"Plan & Build,Management & Collaboration Tools,Commercial,Residential,Chatbot,ConTech,Data Analytics,Mobile App,Project management,SaaS,Work Flow Management",https://en.fieldly.com/,2013
United States,Remzy is a real estate data platform for agents that empowers off-market deals.,1-10,NA,"5170 Pine Tree Dr, Miami Beach, FL 33140, US","https://twitter.com/Remzy_LLC,https://www.linkedin.com/company/remzy/about/,https://www.facebook.com/RemzyLLC",Remzy,United States,,,"Tech-Enabled Brokerage,Buy Sell & Rent,Agent Tools & Services,Residential,Automated Valuation,Chatbot,Location Analytics,Off-Market,Peer to Peer,Transaction Management",https://remzy.com/,2016
Germany,Create floor plans simply with the camera of your mobile device. Scan a room in up to 30 seconds and build up complete floor plans in minutes.,1-10,Pre-Seed,"Montréal, Quebec, Canada","https://twitter.com/magic_plan?lang=en,https://www.linkedin.com/company/magicplanapp/,https://www.facebook.com/magicplan/",Magicplan,Europe,,,"Commercial,Residential,3D Modeling,Augmented Reality,Big Data,Business Intelligence,Cloud,ConTech,Data Analytics,Image Processing,Marketing,Mobile App,SaaS,Sensors,Virtual Reality,VR/AR,Work Flow Management",https://www.magicplan.app/en/,2010
United States,Get Competing Bids From Trustworthy Heavy Haul Transport Companies.,1-10,Pre-Seed,"Mulberry, Florida, United States","https://twitter.com/VeriTread,https://www.linkedin.com/company/veritread/about/,https://www.facebook.com/VeriTread/",Veritread,United States,,$2.5M,"Plan & Build,Construction Marketplaces,Commercial,Residential,Internet of Things (IoT),Marketplace,Mobile App,Project management,SaaS,Urban Mobility,Work Flow Management",https://www.veritread.com/,2004
United States,"Equipment-as-a-Service, so you can focus on outcomes, not outlays.",1-10,A,"Wilmington, US (HQ)219 Station Rd","https://twitter.com/kwipped_com,https://www.linkedin.com/company/kwipped-inc-/about/,https://www.facebook.com/kwipped",KWIPPED,United States,,$900K,"Plan & Build,Construction Marketplaces,Commercial,Residential,Browser-based application,ConTech,Data Analytics,Internet of Things (IoT),Marketing,Marketplace,Mobile App,SaaS,Work Flow Management",https://www.kwipped.com/,2014
United States,Data company focused on indexing and extracting critical information from the physical world using drones and AI.,1-10,Seed,"San Francisco, US (HQ)424 9th St, San Francisco","https://twitter.com/skycatch,https://www.linkedin.com/company/skycatch/about/,https://www.facebook.com/SkycatchInc",Skycatch,United States,,$46.6M,"Commercial,Residential,3D Modeling,Artificial Intelligence,Automated Valuation,Chatbot,Cloud,Computer Vision,ConTech,Data Analytics,Drones,Image Processing,Internet of Things (IoT),Location Analytics,Machine Learning,Mapping,Mobile App,Project management,Robotics,SaaS,Sensors,Work Flow Management",https://www.skycatch.com/,2013
United Kingdom,A clean-tech revolution. Interoperable flooring system generating renewable power & data from your footsteps.,1-10,A,"London (HQ),United Kingdom","https://twitter.com/pavegen,https://www.linkedin.com/company/pavegen-system-ltd-/,https://www.facebook.com/pavegen",Pavegen,Europe,"Cambridgeshire,United KingdomKings Hedges Rd",$8.5M,"Plan & Build,Green Building,Commercial,Residential,Big Data,eco-friendly,EnergyTech,Internet of Things (IoT),Property Mangement,Sensors,Smart Building,Smart City",https://pavegen.com/,2009
United States,Redefining what a smart building can be.,101-250,Acquired,"Sunnyvale, US (HQ)930 Benecia Ave",https://www.linkedin.com/company/enlighted-inc/,Enlighted,United States,,$80.6M,"Smart Building,Plan & Build,Commercial,Internet of Things (IoT),Property Mangement,Smart Building,Smart City",https://www.enlightedinc.com/,2009
Netherlands,Sustainable Buildings helps companies and organizations to be more energy efficient and sustainable in their buildings.,1-10,NA,"Groningen, Groningen, The Netherlands","https://www.linkedin.com/company/sustainable-buildings-netherlands/,https://www.facebook.com/SustainableBuildings.nl",Sustainable Buildings,Europe,,,"Plan & Build,Green Building,Commercial,Residential,Artificial Intelligence,Data Analytics,eco-friendly,EnergyTech,Internet of Things (IoT),Property Mangement,SaaS,Smart Building,Smart City",https://sustainablebuildings.nl/,2016
Netherlands,"HW create the best work environment to optimise employee wellbeing. We combine workplace data with people analytics, to uncover actionable insights.",1-10,Seed,"Amsterdam, NL (HQ)Johan Huizingalaan 763a","https://twitter.com/healthyworkers_,https://www.linkedin.com/company/healthy-workers/,https://www.facebook.com/HealthyWorkers/",Healthy workers,Europe,,$2.3M,"Property Management,Manage & Operate,Commercial,Automated Valuation,Big Data,Business Intelligence,Data Analytics,Internet of Things (IoT),Machine Learning,SaaS,Smart Building,Work Flow Management",https://healthyworkers.com/en,2016
Netherlands,GreenHome helps you from A-Z to make your home more sustainable. Get advice through GreenHome and find the best deal.,1-10,Pre-Seed,"Amsterdam, Noord-Holland, The Netherlands","https://twitter.com/GreenHomeNL,https://www.linkedin.com/company/greenhomenl/,https://www.facebook.com/GreenHomeNL/",GreenHome,Europe,,,"Plan & Build,Green Building,Residential,Big Data,Data Analytics,eco-friendly,EnergyTech,Internet of Things (IoT),Property Mangement,Smart Building,Smart City,Smart Home",https://greenhome.nl/,2015
United States,"DebtX’s core mission is to empower financial institutions with an ability to actively manage their portfolios by rating, valuing, buying and selling loans.",101-250,NA,"100 Summer Street, Suite 1900, Boston, Massachusetts 02110, US","https://twitter.com/TheDebtExchange,https://www.linkedin.com/company/the-debt-exchange/,https://www.facebook.com/debtx",DebtX,Global,,,"Invest & Finance,Digital Lenders & Brokers,Commercial,Residential,Automated Valuation,Data Analytics,FinTech,InsureTech,Marketplace,Mobile App",https://www.debtx.com/Corp/,2000
United States,Harbor is a digital investment management platform for alternative assets,1-10,A,"580 Pacific Avenue, San Francisco, CA 94133, US","https://www.twitter.com/harbor,https://www.linkedin.com/company/harbor-hq,https://www.facebook.com/HarborHQ",Harbor,Global,,$38M,"Invest & Finance,Equity Crowdfunding,Commercial,Artificial Intelligence,Big Data,Blockchain,ConTech,Data Analytics,Work Flow Management",https://harbor.com/,2017
United States,"SMS Assist is one of America’s fastest-growing technology companies and is revolutionizing the multisite property management market, all using the SMS proprietary technology platform.",501-1000,C+,,"https://twitter.com/SMSAssistLLC,https://www.linkedin.com/company/sms-assist-llc,https://www.facebook.com/smsassist/",SMS Assist,"875 North Michigan Avenue, Suite 2800, Chicago, IL 60611, US",,$255M,"Property Management,Manage & Operate,Big Data,Cloud,Data Analytics,Marketing,Project management,SaaS,Work Flow Management",https://www.smsassist.com/,1999
United States,"ShelterZoom`s leading blockchain technology and next-generation real estate deal, contract and transaction management platform deliver a new level of transparency, efficiency, security and trust.",1-10,Seed,"14 Wall Street, 20th Floor, New York, New York 10005, US","https://twitter.com/shelterzoom,https://www.linkedin.com/company/shelterzoom/,https://www.facebook.com/ShelterZoom/",ShelterZoom,United States,,$1.5M,"Residential,Big Data,Blockchain,Chatbot,Data Analytics,Mobile App,SaaS",https://www.shelterzoom.com/,2016
United States,"Propy empower brokers and agents by enabling them to close deals fast, securely, and entirely online.",51-100,Seed,"725 Alma St, Palo Alto, California 94301, US","https://twitter.com/propyinc,https://www.linkedin.com/company/propy-inc-/,https://www.facebook.com/propyinc/",Propy,Global,,$22.7M,"Transaction Management,Buy Sell & Rent,Residential,Blockchain,Chatbot,FinTech,Internet of Things (IoT),Location Analytics,Marketplace",https://propy.com/browse/,2015
United States,StreetWire provides oracle data services to support and promote blockchain adoption in the real estate industry,1-10,NA,"444 Madison Avenue, New York, NY 10022, US",https://www.linkedin.com/company/headland-holdings-inc/,StreetWire,United States,,,"Invest & Finance,Data & Valuation,Residential,Big Data,Blockchain,FinTech",http://www.streetwire.net/,2017
United States,Landis helps renters transition to homeownership. ,1-10,NA,"12 E 49th St, New York, NY 10017, US","https://twitter.com/LandisTeam,https://www.linkedin.com/company/landishq/,https://www.facebook.com/LandisHQ/",Landis,United States,,$17M,"Invest & Finance,Digital Lenders & Brokers,Residential,FinTech,Rent-to-Own",https://www.landis.com/,2017
United States,Transform Building Data into Asset Value,1-10,Seed,"320 W 37th Street,New York,United States","https://twitter.com/enertiv,https://www.linkedin.com/company/enertiv,https://www.facebook.com/Enertiv/",Enertiv,United States,,$4.3M,"Operational Data & Analytics,Manage & Operate,Commercial,Hospitality,Residential,Retail,Artificial Intelligence,Big Data,Business Intelligence,Data Analytics,Internet of Things (IoT),Machine Learning,Property Management,SaaS,Smart Building",https://www.enertiv.com/,2009
Italy,"Enerbrain improves financial performance, indoor comfort and environmental sustainability of buildings.",1-10,A,"Torino, Piemonte, Italy","https://twitter.com/enerbrainlive,https://www.linkedin.com/company/enerbrain/,https://www.facebook.com/enerbrain/",Enerbrain,Europe,,,"Plan & Build,Green Building,Commercial,Big Data,ConTech,Data Analytics,EnergyTech,Internet of Things (IoT),SaaS,Sensors,Smart Building,Smart Home",https://www.enerbrain.com/en/,2015
United States,Figure — Home equity redefined,101-250,B,"650 California Street, Suite 2700 San Francisco CA, 94108","https://twitter.com/figure,https://www.linkedin.com/company/figuretechnologies/,https://www.facebook.com/Figure/",Figure,United States,,$1.1B,"Loan Management,Invest & Finance,Residential,Artificial Intelligence,Blockchain,FinTech",https://www.figure.com/,2018
United States,Blueprint Power is a real estate and energy tech company that turns buildings into urban power plants.,1-10,A,"New York , NYUnited StatesThe City University Of, 205 E 42nd St","https://twitter.com/BlueprintPower,https://www.linkedin.com/company/blueprintpower/",Blueprint Power,United States,,$4M,"Plan & Build,Green Building,Residential,Retail,Artificial Intelligence,ConTech,Data Analytics,EnergyTech,Machine Learning,Smart Building,Smart City",https://www.blueprintpower.com/,2017
United States,AppSymphony is a self-service Big Data platform for research analysts and data scientists to easily build applications that can run in private and public clouds.,1-10,Seed,"McLean, McLean, VA 22101, US","https://twitter.com/optensity,https://www.linkedin.com/company/optensity-inc-/,https://www.facebook.com/Optensity",Optensity,United States,"12369 Sunrise Valley DrReston, Virginia20191",$800K,"Operational Data & Analytics,Manage & Operate,Big Data,Cloud,Data Analytics,Internet of Things (IoT),Location Analytics,Mapping,Mobile App,SaaS,Work Flow Management",http://optensity.com/,2010
Israel,Community Building experiences Employee engagement,1-10,Pre-Seed,"Shoken Street 13, Tel Aviv-Yafo, Israel",https://www.linkedin.com/company/beex-app/about/,Beex,Europe,,,"Tenant Experience,Manage & Operate,Commercial,Artificial Intelligence,Big Data,Cloud,Machine Learning,SaaS",https://www.beex.app/,2017
United States,"UbiQD is a cleantech materials company that manufactures low-hazard quantum dots (QDs) and nanocomposites focused on enabling smart building facades, specifically spectrum-controlled greenhouse films and solar windows",1-10,Seed,"UbiQD, Inc.134 Eastgate Dr.Los Alamos, NM 87544, USA","https://twitter.com/UbiQD,https://www.linkedin.com/company/ubiqd/,https://www.facebook.com/ubiqd/",UbiQD,Global,,$2.2M,"Plan & Build,Green Building,Commercial,Residential,Big Data,ConTech,EnergyTech,Nanotech,Sensors,Smart Building,Smart City,Smart Home",https://ubiqd.com/,2014
Mexico,Colivers is a new housing concept that seeks to create a community through unforgettable experiences in the best areas of Mexico City.,1-10,Pre-Seed,Blvd. Miguel de Cervantes #169,"https://www.linkedin.com/company/coliversmx/about/,https://www.facebook.com/colivers.mx/",Co-livers,Israel,,,"NextGen Rentals & Coliving,Manage & Operate,Hospitality,Residential,Big Data,Business Intelligence,Mobile App,Smart Building,Work Flow Management",https://co-livers.com,2018
Israel,Mixed Reality Platform for Remote Assistance,1-10,NA,"Chaim Levanon Street 30, Tel Aviv-Yafo, Israel",https://www.linkedin.com/company/clonexr/,Clone,Global,,,"Planning & Design Tools,Plan & Build,Augmented Reality,ConTech,Virtual Reality",https://www.clone.space/,2018
Israel,Concrete technology that combines high structural performance with ecological benefits,1-10,A,"Yehoshu'a Bin Nun St 4, Tel Aviv-Yafo, Israel","https://twitter.com/econcretel,https://www.linkedin.com/company/econcrete/,https://www.facebook.com/ECOncreteTech/",Econcrete,Global,,$4.7M,"Plan & Build,Advanced Building Methods,Materials Sciences",https://econcretetech.com/,2012
Czech Republic,Make Your Property Digital,1-10,A,"Purkyňova 2121/3, Prague 1, Prague 110 00, CZ","https://twitter.com/spaceticom?lang=en,https://www.linkedin.com/company/spaceti/,https://www.facebook.com/SpacetiSolution/",Spaceti,Global,,$1.2M,"Tenant Experience,Manage & Operate,Commercial,Big Data,Data Analytics,GPS,Internet of Things (IoT),Mobile App,Property Mangement,Work Flow Management",https://www.spaceti.com/,2016
United States,Houzz is the leading platform for home remodeling and design,1001-5000,C+,"Palo Alto (HQ), CAUnited States285 Hamilton Ave 4th Floor","https://twitter.com/Houzz,https://www.linkedin.com/company/houzz/,https://www.facebook.com/houzz",Houzz,United States,"Tel Aviv-Yafo,Israel",$613.6M,"Plan & Build,Construction Marketplaces,Residential,Big Data,Browser-based application,Mobile App,Smart Home",https://www.houzz.com/,2009
United Kingdom,"Free mortgage advice, from the UK’s best rated online mortgage broker",101-250,B,"1-3 Dufferin Street, London, London EC1Y 8NA, GB","https://twitter.com/trussle,https://www.linkedin.com/company/trussle/,https://www.facebook.com/hellotrussle/timeline",Trussle,United Kingdom,,£19.3M,"Residential,Data Analytics,FinTech,Mobile App,Web Platform",https://trussle.com/,2015
"503 5th floor, No.601 Tianshan Road, Changning District, Shanghai, SHANGHAI, SHANGHAI 20050, CN","WinSun specializes in 3D printing architecture and D&R, production of building new materials.",51-100,NA,,"https://www.linkedin.com/company/yingchuang-building-technique-winsun-/about/,https://www.facebook.com/winsun.ch/",WinSun,,,,"Plan & Build,Advanced Building Methods,Commercial,Hospitality,Industrial,Residential,3D Printing,eco-friendly,Materials Sciences,Smart Building",http://www.winsun3d.com/en,2002
United States,Construction technologies company dedicated to revolutionizing homebuilding,1-10,Seed,"Austin (HQ), TXUnited States444 E St Elmo Rd","https://twitter.com/ICON3DTech,https://www.linkedin.com/company/iconbuild/about/",ICON,United States,,$9M,"Plan & Build,Advanced Building Methods,Residential,3D Modeling,3D Printing,Automated Valuation,ConTech,Data Analytics,Robotics,SaaS,Smart Building",https://www.iconbuild.com/,2017
Netherlands,"CyBe redefines construction by manufacturing and using advanced 3Dconcrete printers, material and design software.",1-10,Seed,"Oss, Noord-Brabant, The Netherlands","https://twitter.com/cybecnstrctn,https://www.linkedin.com/company/cybe-construction/,https://www.facebook.com/CyBeConstruction/",CyBe,Europe,,,"Plan & Build,Advanced Building Methods,Residential,3D Modeling,3D Printing,Big Data,Business Intelligence,ConTech,Data Analytics,Internet of Things (IoT),Robotics,SaaS,Smart Building",https://cybe.eu/,2013
United States,Floored Build develops software that turns 3D spatial data into clean interactive virtual worlds that can be explored through the web.,1-10,Acquired,"New York, US (HQ)159 W 25th St 9th floor","https://www.linkedin.com/company/cbre/,https://www.facebook.com/cbre",Floored Build,United States,,$6.4M,"Planning & Design Tools,Plan & Build,Commercial,3D Modeling,Big Data,ConTech,Data Analytics,Materials Sciences,Robotics,Smart Building,Work Flow Management",https://www.cbre.com/about/tech-vantage/floored-build,2012
United States,JLL is a leading professional services firm with a vision to reimagine the world of real estate.,10000+,Public,"Chicago (HQ), ILUnited States200 E Randolph St","https://twitter.com/JLL,https://www.linkedin.com/company/jll/,https://www.facebook.com/jll",Jones Lang LaSalle,Global,,$628.5M,"Tenant Experience,Manage & Operate,Commercial,3D Modeling,Artificial Intelligence,Automated Valuation,Big Data,Co-Working,ConTech,Data Analytics,Internet of Things (IoT),Marketing,Marketplace,Mobile App,Property Mangement,SaaS,Space as a Service (SPaaS),Work Flow Management",https://www.jll.co.il/,1783
United States,Smart building solutions and managed services for multi-site companies,101-250,C+,"661 North Plano Road, Ste 323Richardson, TX 75081","https://twitter.com/EnTouchControls,https://www.linkedin.com/company/entouch-controls/,https://www.facebook.com/entouchcontrols",EnTouch Controls,United States,,$28M,"Smart Building,Plan & Build,Big Data,Cloud,Data Analytics,EnergyTech,Internet of Things (IoT),SaaS,Smart Building,Work Flow Management",https://entouchcontrols.com/,2009
Israel,RunMaxi is a magical digital property management solution powered by AI and human expertise.,1-10,Seed,"Concorde TowerBar Kochva 21, Bnei Brak, Israel 5126112,","https://twitter.com/RunmaxiIL,https://www.linkedin.com/company/rmaxi/,https://www.facebook.com/RunMaxiIL/",RunMaxi,Israel,"One Penn Plaza, New York, NY 10119, USA",,"Tenant Experience,Manage & Operate,Residential,Artificial Intelligence,Chatbot,Machine Learning",https://runmaxi.com/,2014
Canada,"Global leader in developing AR solutions and products for industrial clients focused around field maintenance, manufacturing, and training",1-10,A,"Edmonton, CA10357 109 St NW #210","https://twitter.com/ScopeAR,https://www.linkedin.com/company/scopear/,https://www.facebook.com/scopear/",ScopeAR,North America,"San Francisco, US995 Market St, San Francisco",$11.8M,"Safety & Training,Plan & Build,Commercial,3D Modeling,Augmented Reality,Big Data,Business Intelligence,ConTech,Data Analytics,Image Processing,Machine Learning,Mobile App,Robotics,Sensors,Smart Building,VR/AR,Work Flow Management",https://www.scopear.com/,2010
